RBD,Nombre,Dirección,Teléfono,Correo,Página web,Director(a),Sostenedor,Región,Comuna
8289,ESCUELA RURAL ARTISTICA ALUMNO MARCELO GUENTEO SOLIS,Molulco - Rural,96410735,aguicar751@gmail.com,Sin información.,Carlos Iván Aguilar Macías,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
8287,ESCUELA RURAL AUCHAC,Auchac,81847313,escuelaruralauchac.quellon@educhiloe.gob.cl,Sin información.,Erwin Fabián Miranda Díaz,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
22142,ESCUELA RURAL BLANCHARD,Sector Rural Blanchard,681275,blanchardescuela@gmail.com,Sin información.,Jasmina Paola Gallardo Guaquel,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
8274,ESCUELA RURAL CANDELARIA,Candelaria,87684790,escuelaruralcandelaria.quellon@educhiloe.gob.cl,Sin información.,Hellen Rita Priscila Bruce Martínez,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
8261,ESCUELA RURAL CHADMO CENTRAL,Chadmo Central,2681275,escuelaruralchadmocentral@gmail.com,escuelaruralchadmocentral@gmail.com,Natalia Bernarda Freire Pérez,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
8281,ESCUELA RURAL CHAIGUAO,Chaiguao,84067533,educadelcacique@hotmail.com,Sin información.,Juan Pablo Contreras Arel,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
8265,ESCUELA RURAL COCAUQUE,Cocauque,,ximealvarado@hotmail.com,Sin información.,Leticia Ximena Alvarado Mansilla,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
8284,ESCUELA RURAL COINCO,"Carretera Panamericana Sur, Km.1262",2636351,mopaval@gmail.com,Sin información.,Mónica Del Tránsito Andrade Vidal,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
8273,ESCUELA RURAL COINCO ALTO,Coinco Alto - Rural,,atorcuatoa@yahoo.es,Sin información.,Sin información.,Corporacion Municipal De Educacion Quellon,DE LOS LAGOS,QUELLÓN
8262,ESCUELA RURAL COLCAO,San Juan De Chadmo,2681275,escuelaruralcolcao.quellon@educhiloe.gob.cl,Sin información.,Matías Ignacio Zenteno Cea,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
8267,ESCUELA RURAL HUELPUN,Huelpun,2681275,escuelaruraldehuelpun@gmail.com,Sin información.,Andrea Jesús Seco Allende,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
22098,ESCUELA RURAL INIO,Caleta Inio Rural S/n,66062017,escuelaruralinio.quellon@educhiloe.gob.cl,Sin información.,Marta Isabel Bustamante Aedo,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
8263,ESCUELA RURAL JOSE SANTOS LINCOMAN INAICHEO,Compu-rural 565,2681275,antipani.s@gmail.com,Sin información.,Sandra Ximena Antipani Oyarzo,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
8290,ESCUELA RURAL KUME RUKA WEKETRUMAO,Weketrumao -chadmo,2681275,escuelakumeruka10@gmail.com,Sin información.,Cristian Andrés Catalán Cárcamo,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
8269,ESCUELA RURAL LASTENIA OYARZUN ANDRADE,"Sector Posta, Isla Laitec, Quellón",85914418,vjoa1278@gmail.com,Sin información.,Víctor Javier Oyarzo Ayaquintuy,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
11593,ESCUELA RURAL MARIA ENRIQUETA CHIGUAY CAIPILLAN,Isla Chaullin,681275,escuelaruralmariaenriquetachiguay.quellon@educhiloe.gob.cl,Sin información.,Marcia Andrea Castillo Muñoz,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
8268,ESCUELA RURAL OQUELDAN,Oqueldan,2683567,escuelaruraloqueldan.quellon@educhiloe.gob.cl,Sin información.,Rodrigo Alberto Caticura Caticura,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
8270,ESCUELA RURAL PELU,Pelu,82392915,solepau13@hotmail.com,Sin información.,Sin información.,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
8276,ESCUELA RURAL PIEDRA BLANCA,Piedra Blanca,81749107,piedrablanca.rural@gmail.com,Sin información.,Mirna Ximena Vargas Águila,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
22214,ESCUELA RURAL PIEDRA LILE,Isla Laitec,62078887,mawida20@gmail.com,Sin información.,María Antonieta Contreras Chávez,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
8271,ESCUELA RURAL PUNTA PAULA,Isla Coldita - Sector Punta Paula,42929466,juan.2cisternaspacheco@gmail.com,Sin información.,Juan Bautista Cisternas Pacheco,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
22112,ESCUELA RURAL PUNTA WHITE,Isla Laitec - Punta White,72326058,jorge.munoz.andrade@gmail.com,Sin información.,Jorge Luis Muñoz Andrade,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
8260,ESCUELA RURAL QUILEN,Quilen,681275,misabelcornejo1965@gmail.com,Sin información.,María Isabel Cornejo Osorio,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
8258,ESCUELA RURAL RIO MAULE,Colonia De Yungay,2681275,escuelariomaulequellon@gmail.com,Sin información.,Joel Wilfredo Vera Mora,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
8286,ESCUELA RURAL SAN ANTONIO,San Antonio,682874,guidoramonv@gmail.com,Sin información.,Guido Ramón Alberto Vera Ross,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
8257,ESCUELA RURAL SAN ANTONIO DE CHADMO,S.antonio De Chadmo,681275,jbajay1975@gmail.com,Sin información.,Jeannette Araceli Barría Jay,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
8275,ESCUELA RURAL TRINCAO,Trincao,94483704,escuelaruraltrincao.quellon@educhiloe.gob.cl,Sin información.,Juana Marlene Cárdenas Guineo,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
8288,ESCUELA RURAL YALDAD,Yaldad Sector Rural,2681275,eruralyaldad@gmail.com,Sin información.,Sebastián Ignacio Oyarzún Vargas,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
8278,ESCUELA RURAL YELCHO,Isla Cailin,659681275,alicaicheo.333@gmail.com,Sin información.,Alicia Cecilia Caicheo Torres,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
22525,JARDIN INFANTIL ANGELITO,Avenida La Paz 370 984518411,683650,jardin_angelito@hotmail.com,Sin información.,Carol Susan Contreras Arel,Entidad Individual Educacional Angelito E.i.e.,DE LOS LAGOS,QUELLÓN
41856,JARDÍN INFANTIL DE INTEGRA SANTA ROSA,Camino Vecinal Santa Rosa Sector Huildad,952355054,10.santarosa@fundacion.integra.cl,,Sin información.,Fundacion Educacional Para El Desarrollo Integral De La Niñez Integra,DE LOS LAGOS,QUELLÓN
22395,JARDIN INFANTIL `PRINCIPITO`,Santos Vargas N.365,681096,jardinprincipito@hotmail.com,Sin información.,Sin información.,Ctro Educ Vilma Doris Oyarzo Vera Eirl,DE LOS LAGOS,QUELLÓN
16985,LICEO BICENTENARIO PAULO FREIRE,Jorge Vivar  Interior 205,2680151,liceopaulofreire.quellon@gmail.com,sites.google.com/liceobicentenariopaulofreire.com/liceobicentenariopaulofreire/ind,Antonio Andrés Silva Sandoval,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
40301,LICEO POLITECNICO DE QUELLON,Independencia 579,2681285,liceopolitecnicodequellon@gmail.com,www.politecnicoquellon.cl,Rolfi Luis Vargas Ojeda,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
8255,LICEO RAYEN MAPU,Presidente Ibanez 560,2681788,direccionlrmquellon@gmail.com,www.liceorayenmapu.cl,Francisco Javier Serón Serón,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
22597,LICEO TECNICO PROFESIONAL SAN JOSE,Alberto Vanz 707 Interior 707,957097585,administracion@fundacionserra.cl,www.fundacionserra.cl/liceo-san-jose/,Vivian Alejandra González Bahamonde,Fundación Educacional Serra,DE LOS LAGOS,QUELLÓN
40296,RAICES DE QUELLON,Panamericana Km 5 Coinco Quellon,935100792,raicesdequellon@gmail.com,www.raicesdequellon.cl,Simón René Eduardo Muñoz Villalobos,Corporación Educacional Kimun,DE LOS LAGOS,QUELLÓN
22220,COLEGIO FRANCISCO COLOANE,Montemar Alto,989887132,sostenedor@colegiofcoloane.cl,Sin información.,Olga Cristina Torres Barría,Educación Archipiélago E.i.e.,DE LOS LAGOS,QUEMCHI
22260,COLEGIO SANTA ANA,David Arellano S/n (prolongación),942589907,direccion@colegiosantaana.cl,www.colegiosantaana.cl,Paulina Elizabeth Alderete Ramírez,Fundacion Educacional Colegio Santa Ana,DE LOS LAGOS,QUEMCHI
40383,ESCUELA BASICA MIL PAISAJES-QUEMCHI,Diego Bahamonde 111,2691206,escuelamilpaisajes.quemchi@educhiloe.gob.cl,Sin información.,María Elisabeth Oyarzún Zúñiga,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEMCHI
8132,ESCUELA DE AULIN,Isla Aulin,2870927,escueladeaulin.quemchi@educhiloe.gob.cl,daemquemchi.cl,Carolina Jeannette Barrientos Huerque,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEMCHI
8113,ESCUELA RURAL AQUELARRE,Quicavi Rural S/n,,escuelaruralaquelarre.quemchi@educhiloe.gob.cl,Sin información.,Verónica Del Carmen Velásquez Ampuero,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEMCHI
8136,ESCUELA RURAL ARCHIPIELAGO,Isla Anihue,652870927,anihue1966q@gmail.com,www.daemquemchi.cl,Perseverancia Del Carmen Cárcamo Navarro,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEMCHI
8126,ESCUELA RURAL AUCAR,Sector Aucar,92494509,escuelaruralaucar.quemchi@educhiloe.gob.cl,Sin información.,José Esteban Rojas Raimilla,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEMCHI
8142,ESCUELA RURAL BORDEMAR VILLA MECHUQUE,Isla Mechuque,691267,mechuque@daemquemchi.cl,daemquemchi.cl,María Cristina Macías Díaz,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEMCHI
8124,ESCUELA RURAL CAUCAHUE,Sector Morro Lobos Bajo-isla Caucahue,61908791,escuelaruralcaucahue.quemchi@educhiloe.gob.cl,Sin información.,María Felicia Barrientos López,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEMCHI
8139,ESCUELA RURAL CHENIAO,Sector Cheniao,691267,cheniao@daemquemchi.cl,daemquemchi.cl,Marcelo Fernando Cárdenas Pinto,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEMCHI
8134,ESCUELA RURAL CONEB,Sector Coneb,2870927,escuelaruralconeb.quemchi@educhiloe.gob.cl,https://slepchiloe.gob.cl/,Carolina Alejandra Moena Flandes,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEMCHI
8116,ESCUELA RURAL HUITE,Huite,691267,escuelaruralhuite.quemchi@educhiloe.gob.cl,Sin información.,María Cecilia Mansilla Renin,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEMCHI
8133,ESCUELA RURAL LINDA VISTA,Islas Butachauques Sector Metahue,,escuelarurallindavista.quemchi@educhiloe.gob.cl,slepchiloe.gob.cl/,Micaela Javiera Becerra Godoy,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEMCHI
8114,ESCUELA RURAL LLIUCO,Lliuco Rural,2971794,escuelarurallliuco.quemchi@educhiloe.gob.cl,www.daemquemchi.cl,Luis Heriberto González Cárdenas,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEMCHI
8131,ESCUELA RURAL MALUCO,Isla Butachauques - Sector Maluco,691267,escuelaruralmaluco.quemchi@slepchiloe.gob.cl,Sin información.,Vivian Alejandra Astorga Figueroa,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEMCHI
8117,ESCUELA RURAL MONTEMAR,Montemar - Rural,977264999,montemarescuela.quemchi@gmail.com,Sin información.,Luis Arsenio Aguilar Macías,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEMCHI
8115,ESCUELA RURAL MORRO LOBOS ALTO,Sector Morro Lobos Alto,968132704,eladio716@gmail.com,Sin información.,Eladio Humberto Bahamonde González,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEMCHI
8143,ESCUELA RURAL NAYAHUE,"Sector Nayahue, Islas Butachauques",2691267,escuelaruralnayahue.quemchi@educhiloe.gob.cl,www.daemquemchi.cl,Giovanna Danissa Kehsler Marilicán,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEMCHI
8122,ESCUELA RURAL PIDO,Sector Pido,992804658,escuelaruralpido.quemchi@educhiloe.gob.cl,Sin información.,Favián Ricardo Vivar Vidal,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEMCHI
8127,ESCUELA RURAL QUELER,Sector Queler  Isla Caucachue,691267,escuelaruralqueler.quemchi@educhiloe.gob.cl,Sin información.,Eduardo Marcelo Alejandro Ojeda Molina,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEMCHI
8120,ESCUELA RURAL QUINTERQUEN,Isla Caucahue,2691267,escuelaruralquinterquen.quemchi@educhiloe.gob.cl,www.daemquemchi.cl,Mirta Nelly Bustamante Oyarzo,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEMCHI
8141,ESCUELA RURAL SAN JOSE,Sector San Jose 0,2870927,sanjose@daemquemchi.cl,daemquemchi.cl,Mariela Yaneth Villanueva Salazar,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEMCHI
8121,ESCUELA RURAL SANTA ROSA,Sector Choen Rural,,escuelaruralsantarosa.quemchi@educhiloe.gob.cl,Sin información.,María Julia Gallardo Ulloa,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEMCHI
8135,ESCUELA RURAL TAC,Isla Tac,652870927,escuelaruraltac.quemchi@educhiloe.gob.cl,Sin información.,Alex Juvenal Paredes Álvarez,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEMCHI
8111,LICEO BICENTENARIO QUEMCHI,Johnstonne 375,2691374,liceobicentenario@daemquemchi.cl,https://www.facebook.com/share/19jhnnq194/?mibextid=wwxifr,Daniela Estefanía Linares Rodríguez,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEMCHI
41057,SALA CUNA ENTREPEQUES,Puerto Fernandez S/n,2563366,natacha.solis@cermaq.com,,Sin información.,Cermaq Chile Sociedad Anonima,DE LOS LAGOS,QUEMCHI
22668,CENTRO EDUCACIONAL AMADOR CARDENAS PAREDES,Pasaje Ramon Freire 04a,2661572,direccion@colegioacp.cl,Sin información.,Mauricio Antonio Chacón Bahamonde,Duwen Peuma Entidad Individual De Educacion,DE LOS LAGOS,QUINCHAO
40283,ESCUELA ESPECIAL DE LENGUAJE INANTUE,Putique Sin Número,,gazocar.inantue@gmail.com,www.inantue.cl,Jeannette Del Tránsito Tureuna Tureuna,Corporación Educacional Edukupal,DE LOS LAGOS,QUINCHAO
8180,ESCUELA RURAL ALAO,"Isla Alao A 13,5 Millas Nauticas De La Capital Comunal Achao",661390,escuelaruralalao.quinchao@educhiloe.gob.cl,slepchiloe.gob.cl/,Cristian Alfredo Pérez Vivar,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUINCHAO
8183,ESCUELA RURAL AMANECER 2000,Isla Quenac,661390,amanecer2000@corporacionquinchao.cl,Sin información.,Amelia De Lourdes Cárdenas Vargas,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUINCHAO
8179,ESCUELA RURAL FRANCISCO DE VILLAGRA,Isla Chaulinec,74490882,escuelaruralfranciscodv.quinchao@educhiloe.gob.cl,Sin información.,Angela Del Carmen Cheuquepil Calbuyahue,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUINCHAO
8176,ESCUELA RURAL LA CAPILLA,Isla Chaulinec,661390,lacapillachaulinec@corporacionquinchao.cl,Sin información.,Urzula Herminia Velásquez Díaz,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUINCHAO
8188,ESCUELA RURAL LA CAPILLA,Isla Cahuach,661390,lacapillacahuach@corporacionquinchao.cl,Sin información.,Hilda De Lourdes Chamia Pérez,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUINCHAO
8182,ESCUELA RURAL LA VILLA,Isla Chaulinec,2661390,escuelarurallavilla.quinchao@educhiloe.gob.cl,Sin información.,José Mauricio Calbuante Loncoñ,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUINCHAO
8184,ESCUELA RURAL LLINGUA,Isla Llingua,2661270,escuelaruralllingua.quinchao@educhiloe.gob.cl,Sin información.,Amaralis Poulette Reyes Parra,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUINCHAO
8186,ESCUELA RURAL LOS PINOS,Isla Lin Lin,2661390,lospinos@corporacionquinchao.cl,www.corporacionquinchao.cl,María Angélica Avendaño Bontes,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUINCHAO
8181,ESCUELA RURAL METAHUE,Isla Apiao,661390,escuelaruralmetahue.quinchao@educhiloe.gob.cl,Sin información.,Iván Sebastián Huaiquimilla Arriagada,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUINCHAO
8177,ESCUELA RURAL OSTRICULTURA,Isla Apiao,661390,ostricultura@corporacionquinchao.cl,Sin información.,Camilo Andrés Letelier Díaz,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUINCHAO
8191,ESCUELA RURAL SAN FRANCISCO,Isla Meulin,661390,sanfrancisco@corporacionquinchao.cl,Sin información.,Manuel Alberto Mansilla Mansilla,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUINCHAO
8189,ESCUELA RURAL TERESA CARDENAS DE PAREDES,Sector Rural - Villa Quinchao,975329179,escuelaruralteresacardenas.quinchao@educhiloe.gob.cl,Sin información.,Sandra Marisa Pichuncheo Bontes,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUINCHAO
41623,JARDÍN INFANTIL PIUKEWEN,Sargento Aldea  035 035,2661572,karen.vanesa.bontes@gmail.com,jardin-infantil-piukewen.webnode.cl,Karen Vanesa Bontes Vivar,Corporación Educacional Kadem De Achao,DE LOS LAGOS,QUINCHAO
8174,LICEO BICENTENARIO INSULAR,Progreso 071,2661240,insularmedia@corporacionquinchao.cl,Sin información.,Osvaldo Artemio Ruiz Santibáñez,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUINCHAO
8194,LICEO PARTICULAR RAMON FREIRE,Pedro Montt 07,2661269,lramonfreire@gmail.com,Sin información.,Manuel Armando Gómez Huenchur,Fundacion Educacional Liceo Ramon Freire,DE LOS LAGOS,QUINCHAO
41498,BARQUITO DE PAPEL SPA,Anibal Pinto 1570,971257918,barquitodepapelspa@gmail.com,,Sin información.,Barquito De Papel Spa,DE LOS LAGOS,OSORNO
22236,BLAS PASCAL SCHOOL,Manuel Rodriguez 895,2201500,colegio@blaspascal.cl,www.blaspascal.cl,Waleska Andrea Arévalo Heitzer,Corporación Educacional Educ,DE LOS LAGOS,OSORNO
35223,BROTES DE AMOR,Bahía Pargua 1278,965743209,jardinunionyfuturo@imo.cl,Sin información.,Mary Anne Ivette Villarroel Sáez,Ilustre Municipalidad De Osorno,DE LOS LAGOS,OSORNO
32148,CAPULLITO,Avda. 18 De Septiembre 830,,lidia.nauhm.a@junjired.cl,,Lidia Nauhm Aleuanlli,"Junta Nacional De Jardines Infantiles, Junji",DE LOS LAGOS,OSORNO
20411,CENTRO DE EDUCACION DE ADULTOS ANDRES BELLO,Beethoven 1075,2674711,andresbello.educaciondeadultos@gmail.com,Sin información.,Patricia Carolina Barrientos Sangmeister,Corporación Educacional Los Lagos,DE LOS LAGOS,OSORNO
22215,CENTRO DE ESTUDIOS LA ARAUCANA,Manuel Rodriguez Nº 861 861,238080,ecordero@laaraucana.cl,Sin información.,Sin información.,Sociedad Educacional La Araucana S.e.l.a. S.a,DE LOS LAGOS,OSORNO
22103,CENTRO DE REHABILITACION DE LA PARALISIS CEREBRAL OSORNO,Saturnino Barril 1347,239570,cerepaosorno@gmail.com,www.cerepa.cl,Isela De Lourdes Rojel Maragaño,Centro Rehabilitacion Paralisis Cerebral,DE LOS LAGOS,OSORNO
22405,CENTRO EDUCACIONAL DE ADULTOS DIEGO PORTALES,Francisco Bilbao 1237,2247498,rbd22405@gmail.com,Sin información.,Cristian Alberto Paredes Muñoz,Corporación Educacional Diego Portales Osorno,DE LOS LAGOS,OSORNO
40265,CENTRO EDUCATIVO RENACER-ESCUELA ESPECIAL Y TALLER LABORAL,Camino A Murrinumo Km 08 Osorno,,centroeducativo.renacer@gmail.com,Sin información.,Domingo Rodemir Martínez Sáez,Corporación Educacional Renacer De Osorno,DE LOS LAGOS,OSORNO
22201,CENTRO PARA LA INTEGRACION `JEROME BRUNER`,Hermanos Phillipis 1350,2254878,jeromebruner@gmail.com,www.centrojeromebruner.cl,Susana Amanda Rodríguez Morales,Corporación Educacional Centro Para La Integración Jerome Bruner,DE LOS LAGOS,OSORNO
22146,COLEGIO ABRAHAM LINCOLN,Antofagasta 562,432642598,colegioalincolnosorno@gmail.com,www.calincoln.cl,Johanne Andrea Treimún Cárdenas,Entidad Individual Educacional Colegio Abraham Lincoln,DE LOS LAGOS,OSORNO
22255,COLEGIO ADOLFO KOLPING,Manuel Antonio Matta 1064,234400,kolpingdos@gmail.com,Sin información.,Renato Reimundo Henríquez Ponce,Corporacion Educacional Educa Kolping Osorno,DE LOS LAGOS,OSORNO
40284,COLEGIO ANDALUE,Avenida Alcalde Fuschlocher 950,2553598,sostenedor@andalueosorno.cl,www.andalueosorno.cl,Jorge Enrique Delgado Bravo,Corporación Educacional Andalué Osorno,DE LOS LAGOS,OSORNO
11594,COLEGIO ANTILLANCA,Balmaceda 612,2247487,directorcolegioantillanca@gmail.com,www.colegioantillancaosorno.cl,Rodrigo Andrés Sepúlveda Delgado,Corporación Educacional Colegio Antillanca,DE LOS LAGOS,OSORNO
22007,COLEGIO ARTISTICO SANTA CECILIA,"Gregoria Ramirez, Poblacion Maximiliano Kolbe 350",2553638,durrutia@fcj.cl,www.colegioartisticosantacecilia.cl,Daphne Andrea Urrutia Hasse,Fundacion Cristo Joven,DE LOS LAGOS,OSORNO
7396,COLEGIO BALDOMERO LILLO,Ejercito 601 601,2211729,escuelabaldomerolillo@gmail.com,Sin información.,Juan Carlos Pradines Miranda,Corporación Educacional Baldomero Lillo,DE LOS LAGOS,OSORNO
7391,COLEGIO BETEL,Francisco Bilbao 1841,2314166,utpbetel@gmail.com,www.colegiobetelosorno.cl,Miguel Angel Pailalef Catrilef,Entidad Individual De Educación Betel,DE LOS LAGOS,OSORNO
22683,COLEGIO BRITISH ROYAL SCHOOL PUERTO VARAS,Antonio Varas 644,2522020,britishconcepcion@gmail.com,Sin información.,Miriam Elizabeth González Bueno,Corporación Educacional Lagos De Chile,DE LOS LAGOS,OSORNO
22410,COLEGIO CREACION OSORNO,Gregorio Argomedo 708,2620203,mcisterna@corporacionff.cl,www.colegioscreacion.cl,Marcia Patricia Cisternas Andana,Corporación Educacional Forjando Futuros,DE LOS LAGOS,OSORNO
